"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Libia","LBY","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1469523615.1998","1316778882.27232","1370153613.56663","1419686981.62386","1527952771.80608","1613574736.59072","2216972030.33273","2339794565.4134","2480813031.61714","2136909933.39125","1620549843.52123","1364290480.20476","1423225079.34223","1711024056.60534","","",
"Santa Lucía","LCA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","43759640.077514","49070152.306317","49053093.9350703","39479548.9628675","40804389.1894524","43088267.7908236","47194376.6104342","56590762.0095695","62115133.5446959","84342092.6464567","64554706.7249455","101960738.384792","91550345.6521595","99352929.0106142","78722162.1008864","102062490.597747","100231577.965767","78340891.743584","85100350.7550255","84593203.4235648","66386455.9878309","65518727.6948832","55887912.8404823","58128697.0404243","44373532.226318","50319696.2309343","43118125.0060447","45108658.5024907","34561497.2529295","37877813.5626806","38915329.4021672","47629046.2389977","46205077.8034862","34989289.0815111","34021990.5987595","40213064.8318526","41792777.342556","38184910.6558264","39084444.4444444","35753088.3426909","34949464.794266","39437062.3829592","40842763.9329165","36935740.4621921","33534084.0776115",
"América Latina y el Caribe","LCN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","78491074727.1422","79767272196.432","82588051762.4434","83139126666.2599","86088458759.5761","88085223301.025","92465198959.7307","94687536156.7581","97909086370.5125","101390115911.464","104527157023.477","106714073504.989","113275555523.073","116185536778.96","118382573650.57","121483896070.193","129154654208.786","130021600256.966","130116024830.578","133601953943.74","138539134333.443","136094614993.643","143670555670.937","146235997976.944","146560978550.066","148960400976.956","151277462293.644","153573026724.242","155199111314.028","161367620280.241","167585446476.911","172358063150.359","174236480553.707","178826361195.95","185083985410.339","188564925653.656","194916566059.205","200467830192.83","212010964155.625","216403169259.03","223579195787.666","232673958692.35","243027977151.73","248575601093.15","235947617727.099","254396691931.777","261974924482.053","258181648805.793","274203165124.969","281462626495.006","290778392464.863","288437226029.81","308646408748.263","309921856120.903","317955957995.263","319447745304.5","323339863603.598",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90119432883.511","92268020630.2359","95036845293.9022","99247905484.7094","94580913510.7906","99336143098.0599","107336980229.111","113215495409.7","116049267956.863","119781197295.224","119598506988.223","124162795934.588","125838685962.41","131634184762.746","132869237176.399","141251115129.704","149528969162.213","154404749456.621","162221148622.357","168727413036.866","176515960998.083","179170293637.021","182579688097.391","187289070967.016","195222605495.539","201606332458.825","208011725649.757","214795061222.942","219123536881.593","225771759732.996","230967664522.298","235871738679.155",
"Países de ingreso bajo","LIC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","53973210439.5785","54124383036.0512","51934005495.6671","48389250081.1555","53011388688.8307","57149838303.072","56159358586.6194","62797945700.2754","59402841488.455","60730120973.5118","63454007393.3153","66851429339.2227","65168327268.8779","69252724900.6806","77062744358.6897","82888573317.8923","84830094748.2604","87285128352.2682","84977151909.319","89130274465.5201","91762838272.7934","94190704975.0566","92458503258.7955","98267150396.1524","105004787466.905","103856785539.692","107140522857.549","111883219004.747","114752717862.129","117715896760.387","114999534813.556","116990968382.956","116356596930.034","120009993385.69","123449568909.473","127857172838.469","128988501957.259","133554258854.024","136125871569.005","140499753704.2",
"Liechtenstein","LIE","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","1458623505.8434","1569866597.90106","1618096381.95736","1712445257.19286","1768305236.14006","1653819149.73913","1683089091.67487","1833416822.24188","1944250734.73875","1969835509.84426","2050378912.52003","1997637949.57148","2054232615.03814","2034676690.4739","2148209555.23978","2088654035.43044","2117427553.85077","2335508680.45889","2466121304.33483","2513967759.0515","2587160895.98092","2763546866.24898","2828734982.14938","2965254008.82977","2948451457.77279","3224639139.28804","3308772641.68915","3111783138.46367","3178564775.56342","3139447824.47464","3413300495.59167","3468830545.67112","3394363612.19397","3554994640.19224","3665513929.60378","3786699778.36463","3605890383.09887","3704180204.9056","3791558573.07138","3963226903.59012","4022226307.06669","3880491346.88218","3973004016.2022","4039600280.53436","4039687014.64755","4113070625.71388","4373204048.05043","4521552886.74272","4862144678.16396","5018605680.03669","5367462694.43253","5614106965.55126","5835629856.29934","6025073557.96821","6301068514.4991","6596856772.08887","6349915723.22124","6325335001.31532","6695132923.92009","6777621728.70576","6628427771.04219","6761877994.37457",
"Países de ingreso mediano bajo","LMC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","205357603011.089","206090956210.462","208515074051.741","225319879662.052","213144935725.495","215338155136.444","232959120143.043","241444369395.131","251694408172.989","265120082923.5","265050008162.7","262386346026.211","275249188057.813","277709393207.791","295288524533.56","295585124125.423","310762164800.997","320868036836.305","305908409930.307","329446973629.367","342344650431.512","347702172847.587","366583436462.049","372726247179.435","386062131168.497","394862969940.044","394204954475.965","429261027669.507","439958112827.261","456402616343.353","458037902208.201","476307664975.109","485207949813.132","498234130061.616","503239165640.913","538749253804.497","536035314357.764","557755909300.364","571431969069.285","580960356429.378","605845347825.001","616023773187.554","656432193515.598","673666101504.766","705937964467.514","735343158939.887","767347340492.737","778143639539.068","799132286191.615","842356544082.823","882341268438.21","909382110650.402","950771018131.957","974448643318.055","997425765535.298","1037351835275.65","1083590921710.34","1110825931178.36","1153116870106.33","1182940383414.32","1217642920803.35",
"Ingreso mediano y bajo","LMY","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","438791578325.828","445854025099.98","455793332694.176","479469411371.653","523125098268.785","531975247582.152","549497221042.837","575344059512.942","581969091614.058","598280902875.592","631839711039.125","644015026177.171","642549041419.407","675896450274.681","697258953771.164","723206219349.093","729678436836.41","747099089176.49","760059109492.482","760489326385.937","784029784641.399","825629389774.372","865690247458.631","905940537106.986","955317047401.69","978304058032.928","1003236729289.38","1029302243005.2","1083185170466.76","1112499597531.27","1157392578991.49","1168012246094.58","1207973247964.48","1218220732247.29","1244630919254.88","1274272102584.82","1344144117221.31","1364026163081.79","1401790489716.48","1443591889502.85","1474661429676.38","1524853429059.26","1563975455600.08","1627915171079.56","1686252331890","1765870907781","1842595794078.83","1900805736653.7","1959551819434.59","2004696028952.14","2096755738507.39","2192017136501.94","2247845679259.95","2344199009306.74","2411790191415.78","2480941500601.41","2550378247154.24","2661695817538.27","2733076329390.01","2825980694565","2899486331281.16","3017506245327.63",
"Lesotho","LSO","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","89022054.089074","80713144.0232278","86931864.294792","111607608.421679","137156186.966656","104211835.654541","98160739.3731766","123036974.939323","137154804.071105","141863525.535318","107185979.862646","112057447.29508","96386058.1460847","98583431.8174703","97486966.139358","106919772.469044","124402480.10535","105760167.189944","109026945.357321","107711139.184149","109238547.320426","79701205.4677094","98755024.5284645","100392931.702412","100615843.098998","98374586.1735804","96958737.9263572","95762239.6460805","111910301.525302","121696371.365103","116346166.331003","131397033.196788","92787167.1930164","95963971.9025805","95092700.3459014","96411850.0953028","86471208.5260522","85878116.8285688","102531825.941381","108020405.777585","91741878.122185","86898305.3979576","94344080.2583471","104328965.013348","88180922.0779008","89241290.3933725","136539803.898211","108948129.782791","94525779.4731297","100287689.562213","103009152.231833","105182997.735074",
"avanzada del dividendo demográfico","LTE","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","167066642615.148","170659820857.497","177852487236.121","195600561154.088","216627525111.675","236541034958.019","251944520424.881","257411706667.661","257828008826.835","261965737803.942","280349213842.062","288168485669.291","288251331164.268","310123400003.142","322927637630.677","330422005022.033","330006548677.499","328579264680.157","330280818826.862","346746515415.093","347180265644.043","369214288043.204","402338518023.933","427747616920.27","472167305935.234","485897962118.791","497983562463.42","521690367221.053","538373625120.582","558333587824.229","586351830602.325","595015141096.098","612710729859.467","612540829520.618","628424897500.233","645230488238.518","672232556214.303","687512876613.762","697240686242.148","719195743477.775","738322838974.13","765280884558.517","786784676157.713","811812149293.974","854613305478.046","884234119432.885","923673822612.165","950180036537.477","996079773082.38","1025397674868.25","1056477430226.33","1111329545744.1","1140961544236.86","1190672579281.81","1233958640391.97","1273425015034.26","1301061814750.98","1359867765650.72","1403487174106.27","1439343003448.33","1475819300795.76","1559515908563.89",
"Lituania","LTU","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165231518.4793","1295774586.16445","1374384683.97812","1281618311.19297","1077797464.64648","1124035304.85039","1050094037.28047","1114658811.41172","1175736386.52773","1135019482.46758","1154900843.95469","1029332832.07109","1155836163.32148","1184221941.11523","1200805830.29141","1121751927.32148","1196646266.46445","1340257176.97539","1299107562.88789","1351286844.62109","1417374979.95117","1362435230.14609","1361279117.71406","1215490233.39883","1341152553.87812","1467735770.05664","1449010521.00156",
"Luxemburgo","LUX","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240856386.835547","237267112.634375","205823517.314062","235859140.776172","270169717.405859","233766599.464453","195211026.515234","264639905.158984","156333694.827734","177963648.630469","140296795.506641","146702013.424219","157393279.638281","132947382.119141","134411939.134766","154499670.019531","118603599.469141","140014979.232422","115893059.477344","132283893.410547","134399734.492969","133830554.380078","124600516.642969","139391432.987891","134313192.4875","126873908.555859","131986543.955859",
"Letonia","LVA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600288635.317968","546830085.221875","588456789.852343","558099407.651953","517461279.007031","604133097.483984","659770730.897265","704282169.043359","688427229.836328","710701810.628515","772007945.399999","743329256.203125","796460499.996484","756728843.383203","847714447.978906","798168040.335156","831656467.91289","896199051.786328","845416646.782421","927506177.021093","952756471.385937","911981872.655468","929020662.116796","895128371.846874","1072409670.04961","1080954028.82031","1007200268.92891",
"Región Administrativa Especial de Macao, China","MAC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","2399238005.97978","2118110914.52493","2512546764.03965","3256100047.03291","3117338399.29238","3247372836.93384","3572022950.71555","3492605808.59434","3167083133.62488","3233409484.81297","3028321204.9848","3491732976.19323","3061484370.89265","3611295110.4187","3549332378.80943","3767511013.69211","2758033572.03426","3846679162.57495","3330966955.41011","3658634346.89868","4149917010.5135","5569154253.75276","4258562177.33038","5682051658.63255","6043795071.77332","5641019353.27091","6867941061.51764","4516588719.13821","4231024838.61405","6759315644.8452","3987449600.50945","6921516074.35329","5337316093.5176","6768718805.81721","5775072417.409","5072741453.79578","6039690015.39006","6298133276.52806","7577061241.40953","7915468401.11963","7036695613.75082","8519090128.47834","6813460815.97036","8082255038.88691","10017652959.9569","10128492049.1456","10803077169.0846","9956455602.14036","11731072430.7133","11460401495.7932","12777055190.8483","11182514348.2151","12644849661.1883","12954574826.1892","12353903009.0756","11500705738.5717","13688000411.4011",
"Mónaco","MCO","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804190976.165538","705317436.091504","790182528.244489","740934972.21607","710774291.261319","727306401.031997","781013612.784235","820619802.621201","731132101.783267","880002218.026951","893036686.03834","867842928.837145","565141127.256617","796999851.345674","717698379.407372","770736290.626064","810036043.359604","644893475.528867","946794038.599825","1028127785.94308","891110818.188976","1054950789.58831","1145213809.93926","1174440295.9308","1165908393.47831","769499539.695684","1115988470.47201",
"Madagascar","MDG","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1193959464.50876","1223819274.00717","1246841373.04128","1273496531.74665","1318660135.57896","1331846736.92588","1385398294.39037","1367506026.62348","1385221696.49222","1427741125.464","1463412467.62452","1494804104.90061","1528357513.97056","1689687016.15741","1953730662.94034","2068059640.70393","2316661156.23399","2425929947.83754","2476142991.9254","2664316525.06318","2914925373.21268","3224679984.20185","3436159499.97483","3749946460.0799","3993775274.19984","4234959694.74503","",
"Maldivas","MDV","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174806913.158119","178185213.005547","180461565.535103","193566645.305368","200326455.545288","198661940.088202","218204543.107875","257683398.490101","261184178.349338","261991310.899982","291909140.258203","297773444.271028","242938757.262298","229046416.845908","223646515.894194","215730688.801404","215887191.461378","215485158.183284","230311919.371797","229609068.672315","228677554.12819","232048474.286727","251215679.379654","263218781.40034","243270204.196547","260209648.587698","",
"Oriente Medio y Norte de África","MEA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","35695289937.928","35933222280.8316","37180247307.9854","38492258811.689","40986159676.2698","40237896237.9017","42448305365.6727","42826184418.0044","47361024476.6422","48249789860.4575","49017171186.9615","49868328429.1991","52158778208.3201","52076380654.6893","55717745513.1672","56769406998.7459","60768927240.3843","66505315778.6464","70571037367.0128","71726476056.3488","75605538883.0971","79332221173.6268","84235776674.755","87314302876.1956","90821600512.6799","91200791685.1125","95765122705.4715","95436450163.6466","102980218900.802","101825090861.593","109716728243.596","109358577538.453","109530470325.848","113156713438.645","120341148598.011","122504224672.786","126941747155.772","134221442928.977","142467765132.711","137624584279.179","130488181034.115","141142181979.573","145242060841.255","154642013416.196","154301255362.522","162170674313.381","162887925718.36","163339411204.656","164763016810.506","168695821974.484","171966618364.351","182215111478.897","188181826358.868","",
"México","MEX","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","13914013274.0005","14231704448.0143","14411937625.0622","14682493610.2399","14849116505.5446","15466999920.7915","16367989064.344","16480642164.812","17142007788.4192","17571880713.4808","17914612455.246","18098027264.7322","19499827793.0392","20680564281.7846","20233369173.2337","21685074084.9861","23367483815.4962","22839614767.0344","23296689918.3904","23625168520.2809","24340114365.8661","24015828092.8226","24316928929.715","23493652388.8317","23162119722.5371","24844251962.2387","25401166968.6042","24835175908.1293","25561443836.9466","25590726098.7065","25951641417.0623","26969902098.8986","26964768335.0345","27791359834.1155","28167607929.3507","28412480272.9385","29933249843.0426","29661896251.8918","30798299113.5625","31524418660.668","30375225878.9614","32282521373.4337","33647722308.0757","33632701546.2298","32919978941.5388","33740836360.6607","32470966216.477","34534979195.0296","35322458956.3071","36646903039.5351","37405119413.4387","38720855491.0109","40027692330.1371","41070154123.0846","40951419785.3147","41077009742.5682","42260139223.458",
"Islas Marshall","MHL","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14184800","13600100","13245100","13644000","14138600","12383300","13053800","13677200","13644100","13656900","14531800","15298200","16245700","18134400","18911200","22016500","22126500","20809200","22101400","21700300","22130400","23078100","30391900","30600000","",
" Ingreso mediano","MIC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","410036924538.037","416636558847.42","425924529080.375","448049079699.768","488843945595.31","497154338189.396","516322183242.779","541135928227.458","547973054853.216","563179603479.891","594304034786.866","605301077090.499","604571735499.703","636424861134.961","655700048819.749","680074044606.483","684092700866.377","699514795916.513","713178333763.595","714884207164.595","738117104831.14","776014263283.671","813240934952.167","852774992190.995","903008064457.146","928340342045.038","949456179096.7","972023416906.011","1025905546808.63","1049829281363.31","1096641920506.78","1106127810804.62","1143495852942.49","1151095003098.71","1178342076670.56","1204552650723.81","1267603014301.02","1282855011375.54","1318635780631.17","1358013192200.86","1390348350169.16","1436539919419.55","1473087828902.95","1534537872033.91","1594256563034.34","1668195655281.05","1738392156329.41","1797414028810.77","1852893571173.28","1893384626463.02","1982541260306.74","2074804573459.18","2133211561699.02","2227511623563.67","2295640171915.4","2361152378328.8","2427157861482.13","2534051952247.63","2604246225687.36","2692594985454.4","2763474437142.91","2876921644918.36",
"Macedonia del Norte","MKD","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771469201.443765","917126711.604519","913044865.356089","741220562.505496","796389954.474797","812932182.219152","796261055.464962","820365441.962894","847348601.185834","854953730.300596","863633024.873658","763692826.867343","763934301.220726","845190421.134045","901544498.354761","906464538.304936","901574682.648934","922341477.039856","1129737762.30153","1160465373.76949","1004050361.36577","1022462780.81121","858411141.981755","932030635.469342","961098110.757799","978967212.908128","975224360.430694","853732576.384963","924333640.455265","924997694.927068","895628376.696882","885094058.030556",
"Malí","MLI","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","888801719.171284","910481311.635515","862299837.934531","929746676.293241","951420199.509066","965875316.648788","859897651.382541","804491703.056632","1002003859.06246","1146524197.65637","1238058787.03742","1144127983.81008","1327179147.91237","1514120452.58963","1567695505.84955","1384956675.95288","1296942547.97067","1192960505.1684","1541987773.75131","1521094867.60415","1558264444.05067","1922385955.10554","1921427402.82663","1798488963.16993","2091568561.29397","1834707012.21885","2004042170.58024","2225114888.30142","2150128516.92875","2200229855.3996","2203664535.80233","2444650293.83958","2633777058.92778","2352352117.73378","2620174750.41704","2523227102.23637","2890577986.52671","2825324474.01146","3109149939.54384","3274440592.53293","3357789239.84005","3725771299.03055","3822303760.73987","4146821328.94231","4003350714.6243","4366615209.04729","4219814708.29006","4646658336.88265","4943543928.46599","5316181240.40101","5590119149.62605","5918829164.40998","6156417991.64326","5861035512.68753","5989357704.13513",
"Malta","MLT","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86133251.9693775","101997559.081327","102192388.771774","104237767.668923","105736269.832464","137465993.564851","142067901.91945","131378231.443471","77326084.5445468","108879285.476534","107232663.929879","82845667.3693554","86368245.8670809","92871962.7205148","100554088.538777","102361034.061911","121411468.609514","95104344.9264629","108382488.022508","74012752.7105098","63045847.2160637","62690380.7105647",
"Myanmar","MMR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8118883395.02309","8472051192.92281","9091342760.61471","9905248111.16006","11026982963.2185","12301459449.0909","13358126342.441","14304378118.6604","15361290946.2774","16293662617.7565","16480049490.5377","16147352092.0302","16229186039.3177","16662414445.5352","17193853380.3666","17724382139.8878","17463066071.6664","17475185042.2552","17752255513.1809","18059371093.9379","15808594995.7981",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","28727350482.9964","29268935610.7529","30745462456.1263","32271886160.8056","32365217551.3056","33586013231.9339","34761405676.0589","37036621366.445","36148294876.9203","38120209184.6039","38283937129.0114","42443882985.3035","41384499716.1551","42767223580.1826","44194150920.5673","45875800499.4821","45564432228.3862","48719706498.7243","49271981664.6219","52045561608.248","56364352507.2144","59075912348.8454","58646236381.9598","61225478281.7865","63989273310.0694","68385966146.6492","70985117652.2789","73573370074.6083","73449394027.7344","78178597007.9639","77723860605.6635","84936922798.0769","83328723252.0402","90753009973.7672","90192929948.0239","89641597579.9743","92789140284.4327","99561799296.1286","101931387572.038","105430578632.216","112381185269.329","120805740194.175","115813187393.054","108840387122.623","118701955531.887","122044806517.249","130157168517.255","129460958647.42","136712548542.112","137093599702.275","137373828014.161","138284932037.029","141841442285.902","144635027960.106","154487805267.778","160459998466.897","",
"Montenegro","MNE","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235158700.647661","241187839.812017","262342770.492599","259952387.55557","270633179.27973","275494343.204637","287940557.017224","254983311.58019","284311329.447775","289867728.073137","285796608.994576","317375772.285941","276742001.845594","314507646.264533","320282012.938864","326859169.039453","339600175.705154","329023365.460092","339911048.168438","332497752.339016","336279438.43452","315480760.450368",
"Mongolia","MNG","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","680396848.931122","767158866.182018","783712149.544853","763163214.941086","830517955.455925","868190901.560019","756313620.420592","774008460.702513","833607117.654427","974943626.919065","878640899.458826","859811192.426042","852673614.628608","868470396.778333","870557403.274573","888935228.440288","928361526.911614","976272217.172818","1004221927.5533","840235686.256756","679328197.218995","604657791.934383","633585288.644036","736407742.500517","819439680.22887","872958062.318341","999024629.078522","1045705121.61238","1083699522.23742","903833467.254784","900972178.072355","1090638239.0642","1299797771.38532","1477622266.59653","1635988259.76146","1724334549.92749","1719306838.49012","1831204518.96586","1927337102.36952","2039617833.48522","1927204471.25761",
"Mariana","MNP","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","948561808.908008","920428307.360416","892631990.768489","1145440155.8156","1203802531.70776","1257368867.14567","1271199940.54299","1159829889.19762","928962959.676097","1153700490.43389","1144513845.80268","1328927997.11478","1394244157.84303","1521221289.71709","1649742521.30854","1751140480.73207","1533833361.94404","1689468565.4894","1885336049.08164","1985351166.75927","2085130083.01939","2227212027.345","2464034365.57242","2676203320.2834","2859740710.93442","3010593541.6307","3162127743.09781","3290503138.79428","3336587273.60054","3422176043.44738","3547848655.52111","3655356348.49264","3809901956.58026","3960770887.18787","4095270736.65625","4146491191.50861","4275170297.23472","4590047088.39152",
"Mauritania","MRT","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","954711989.603489","926408226.93633","927931529.615078","948060652.351304","1015942999.66137","1023621212.63496","1061689240.77341","1104843163.42602","914404288.164789","878731281.917712","763836433.845848","1082122561.6957","883592877.436381","880641788.968882","741250349.589231","760661137.768698","804703122.98122","782260556.474838","796522574.98926","888239265.621923","967469972.211612","983579762.839372","1131833470.20266","923087171.144394","945780860.235247","1024715530.24901","1082391685.69361","1114952220.62007","1127330644.69207","1053149922.00517","1125446960.46167","1202707075.95859","1315696638.23298","1092026634.84861","1363924205.42541","1479754515.41173","1150766229.04841","1167902174.91207","1213460344.38689","1096711256.36395","1021736029.72588","938056433.557003","1167902174.91207","912835188.118575","1046742134.32713","942664308.17102","1006450253.88603","1086275601.37313","1070731462.32608","1147659761.7839","1135282747.58592","1215221946.34788","1197380697.81311","1153787766.47604","1272208333.54722","1339923415.78561","1496239612.15322","1540694040.97807","1675030150.35232","1608311462.66162","",
"Mauricio","MUS","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","290915670.594722","290915670.594722","291225815.431539","303011313.266594","199423003.894383","243153395.771645","290295380.921089","252538007.57372","254435365.349394","283085430.643733","313443117.937858","301845722.34789","287271736.315144","266129192.775561","291684987.340969","287070331.570917","305018243.247003","287098233.468432","270512001.590803","290695901.053951","307239729.887329","318406298.871753","315968538.225816","235416303.299718","313626358.028805","340223572.335406","280573680.633563","289188529.390631","316616839.444561","303341805.404674","306178875.383921","299318038.184248","307349181.485306","338701497.92609","337430946.592913","349202374.955646","353066380.362889","354825132.302872","367836463.311358","368774014.667667","382260579.530586","381517252.260878","376471592.393934","391954855.122845","382013810.836985","418206032.700463",
"Malawi","MWI","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","370439300.928797","346892011.76983","361441574.693027","356655519.074348","416768162.355852","456779436.697505","428063201.607825","436869498.738054","440889771.869824","493153329.144834","548479916.80766","564561010.740882","582173605.001341","544076752.438444","499470883.672587","531441642.902206","554988900.452972","586768230.565031","589639831.847304","593277214.679058","598254699.39126","610315488.115797","625247942.276439","623716442.417917","703547530.772068","526847017.422644","805968761.050878","572875850.745404","799678806.058709","1003656024.09502","1005000425.66423","1108910602.17391","1221079153.23379","1285782659.35707","1208858391.00756","1280103862.50324","1322451110.83669","1370643205.31887","1242758737.25799","1185336364.61275","1317767513.9212","1365207456.89887","1419756240.4185","1516353545.33149","1608851398.83473","1589545158.01206","1688096642.92863","1787495419.91318","1751436832.79898","1710627400.9405","1799581049.75088","1804911177.86645","1911371923.91687","1976358624.61435","2079129744.21272",
"Malasia","MYS","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","6942161572.14185","7042429029.57368","7579344475.99539","8472045912.68724","9057478007.93752","8782551609.01293","9857459743.69479","10090338553.0662","10256372417.3601","10846117289.4636","10985197304.0584","11518878141.3391","12263874988.8619","12185169880.9371","12531254028.4215","12780304771.7322","13312907441.3007","14248735535.0147","14635216591.2175","15331586726.6675","15066596636.5382","15223300883.3696","16267416617.5906","15756804147.9964","15458358648.0604","15066596645.756","15749761669.4405","15855404301.6259","15416981794.9046","15490933273.5885","16429403994.3669","16400991473.5629","16871138240.9423","17888627986.1734","18724920906.414","19210614159.5186","20331718089.8733","22126355242.6066","21364239969.2741","19168888925.8738","21928467801.818","23429399206.2476","23654552144.4117","24124171988.2217","24618132659.0705","24974779157.5983","24062732044.5526","25479196005.6331","25511970298.2973","26009473818.9732","25442837024.7087","25396492126.4883",
