country_code_alpha_three,year,temp_change_celsius
BIH,2000,1.554
BIH,2001,1.56
BIH,2002,1.178
BIH,2003,1.134
BIH,2004,0.632
BIH,2005,0.178
BIH,2006,0.651
BIH,2007,1.927
BIH,2008,1.434
BIH,2009,1.445
BIH,2010,1.026
BIH,2011,1.173
BIH,2012,1.813
BIH,2013,1.379
BIH,2014,1.887
BIH,2015,1.867
BIH,2016,1.729
BIH,2017,1.477
BIH,2018,2.334
BIH,2019,2.05
BIH,2020,1.942
BWA,1970,0.641
BWA,1971,-0.074
BWA,1972,-0.418
BWA,1973,0.662
BWA,1974,-0.686
BWA,1975,-0.179
BWA,1976,-0.657
BWA,1977,0.354
BWA,1978,-0.006
BWA,1979,0.6
BWA,1980,0.035
BWA,1981,-0.39
BWA,1982,0.418
BWA,1983,1.087
BWA,1984,0.508
BWA,1985,0.363
BWA,1986,0.456
BWA,1987,1.405
BWA,1988,0.449
BWA,1989,-0.115
BWA,1990,0.962
BWA,1991,0.234
BWA,1992,1.082
BWA,1993,0.759
BWA,1994,0.081
BWA,1995,1.329
BWA,1996,-0.112
BWA,1997,0.262
BWA,1998,1.211
BWA,1999,0.904
BWA,2000,-0.356
BWA,2001,0.157
BWA,2002,0.762
BWA,2003,1.135
BWA,2004,0.252
BWA,2005,1.404
BWA,2006,-0.418
BWA,2007,0.414
BWA,2008,0.358
BWA,2009,-0.058
BWA,2010,1.173
BWA,2011,0.377
BWA,2012,0.809
BWA,2013,1.071
BWA,2014,0.207
BWA,2015,1.949
BWA,2016,1.837
BWA,2017,0.367
BWA,2018,1.059
BWA,2019,1.912
BWA,2020,0.85
BRA,1970,0.132
BRA,1971,-0.133
BRA,1972,0.117
BRA,1973,0.447
BRA,1974,-0.16
BRA,1975,-0.113
BRA,1976,-0.173
BRA,1977,0.258
BRA,1978,0.049
BRA,1979,0.023
BRA,1980,0.321
BRA,1981,0.188
BRA,1982,0.277
BRA,1983,0.478
BRA,1984,0.285
BRA,1985,0.108
BRA,1986,0.28
BRA,1987,0.708
BRA,1988,0.48
BRA,1989,0.166
BRA,1990,0.476
BRA,1991,0.497
BRA,1992,0.433
BRA,1993,0.53
BRA,1994,0.616
BRA,1995,0.799
BRA,1996,0.521
BRA,1997,0.714
BRA,1998,1.272
BRA,1999,0.565
BRA,2000,0.53
BRA,2001,0.736
BRA,2002,1.038
BRA,2003,0.907
BRA,2004,0.766
BRA,2005,1.091
BRA,2006,0.778
BRA,2007,0.971
BRA,2008,0.72
BRA,2009,0.942
BRA,2010,1.099
BRA,2011,0.782
BRA,2012,1.006
BRA,2013,0.921
BRA,2014,1.157
BRA,2015,1.587
BRA,2016,1.477
BRA,2017,1.375
BRA,2018,1.168
BRA,2019,1.547
BRA,2020,1.483
VGB,1970,0.115
VGB,1971,-0.234
VGB,1972,-0.065
VGB,1973,0.178
VGB,1974,-0.311
VGB,1975,-0.205
VGB,1976,-0.294
VGB,1977,0.233
VGB,1978,0.184
VGB,1979,-0.086
VGB,1980,0.769
VGB,1981,0.532
VGB,1982,0.073
VGB,1983,0.561
VGB,1984,0.2
VGB,1985,0.032
VGB,1986,0.088
VGB,1987,0.508
VGB,1988,0.494
VGB,1989,-0.037
VGB,1990,0.321
VGB,1991,0.301
VGB,1992,0.209
VGB,1993,0.454
VGB,1994,0.682
VGB,1995,0.786
VGB,1996,0.385
VGB,1997,0.489
VGB,1998,1.095
VGB,1999,0.586
VGB,2000,0.168
VGB,2001,0.614
VGB,2002,0.807
VGB,2003,0.871
VGB,2004,0.532
VGB,2005,0.787
VGB,2006,0.638
VGB,2007,0.904
VGB,2008,0.385
VGB,2009,0.673
VGB,2010,1.067
VGB,2011,0.437
VGB,2012,0.622
VGB,2013,0.79
VGB,2014,0.918
VGB,2015,1.107
VGB,2016,1.222
VGB,2017,0.994
VGB,2018,0.761
VGB,2019,0.915
VGB,2020,1.351
BRN,1970,0.105
BRN,1971,-0.225
BRN,1972,0.029
BRN,1973,0.393
BRN,1974,-0.226
BRN,1975,-0.016
BRN,1976,-0.09
BRN,1977,-0.012
BRN,1978,0.11
BRN,1979,0.182
BRN,1980,0.226
BRN,1981,0.067
BRN,1982,0.059
BRN,1983,0.574
BRN,1984,-0.059
BRN,1985,0.112
BRN,1986,0.016
BRN,1987,0.436
BRN,1988,0.482
BRN,1989,0.056
BRN,1990,0.456
BRN,1991,0.337
BRN,1992,0.267
BRN,1993,0.114
BRN,1994,0.316
BRN,1995,0.354
BRN,1996,0.252
BRN,1997,0.545
BRN,1998,1.22
BRN,1999,0.438
BRN,2000,0.348
BRN,2001,0.478
BRN,2002,0.587
BRN,2003,0.716
BRN,2004,0.512
BRN,2005,0.867
BRN,2006,0.535
BRN,2007,0.547
BRN,2008,0.283
BRN,2009,0.684
BRN,2010,0.755
BRN,2011,0.433
BRN,2012,0.681
BRN,2013,0.874
BRN,2014,0.815
BRN,2015,1.102
BRN,2016,1.581
BRN,2017,1.128
BRN,2018,1.07
BRN,2019,1.372
BRN,2020,1.367
BGR,1970,0.202
BGR,1971,-0.144
BGR,1972,0.133
BGR,1973,-0.429
BGR,1974,-0.206
BGR,1975,0.382
BGR,1976,-0.852
BGR,1977,0.556
BGR,1978,-0.725
BGR,1979,0.156
BGR,1980,-0.462
BGR,1981,-0.061
BGR,1982,-0.139
BGR,1983,0.376
BGR,1984,-0.031
BGR,1985,-0.615
BGR,1986,0.345
BGR,1987,-0.496
BGR,1988,0.122
BGR,1989,0.4
BGR,1990,0.788
BGR,1991,-0.162
BGR,1992,0.139
BGR,1993,-0.329
BGR,1994,1.582
BGR,1995,0.219
BGR,1996,-0.358
BGR,1997,-0.333
BGR,1998,0.779
BGR,1999,0.694
BGR,2000,1.183
BGR,2001,1.629
BGR,2002,0.833
BGR,2003,0.159
BGR,2004,0.496
BGR,2005,0.18
BGR,2006,0.538
BGR,2007,1.858
BGR,2008,1.165
BGR,2009,1.273
BGR,2010,1.335
BGR,2011,0.399
BGR,2012,1.659
BGR,2013,1.462
BGR,2014,1.207
BGR,2015,1.458
BGR,2016,1.932
BGR,2017,0.987
BGR,2018,2.228
BGR,2019,2.19
BGR,2020,2.182
BFA,1970,0.381
BFA,1971,0
BFA,1972,0.152
BFA,1973,0.682
BFA,1974,-0.057
BFA,1975,-0.307
BFA,1976,-0.3
BFA,1977,0.289
BFA,1978,0.237
BFA,1979,0.465
BFA,1980,0.84
BFA,1981,0.306
BFA,1982,0.195
BFA,1983,0.742
BFA,1984,0.824
BFA,1985,0.495
BFA,1986,0.379
BFA,1987,1.058
BFA,1988,0.624
BFA,1989,0.028
BFA,1990,0.633
BFA,1991,0.567
BFA,1992,0.017
BFA,1993,0.775
BFA,1994,0.362
BFA,1995,0.452
BFA,1996,0.966
BFA,1997,0.679
BFA,1998,1.056
BFA,1999,0.615
BFA,2000,0.601
BFA,2001,0.572
BFA,2002,1.078
BFA,2003,1.053
BFA,2004,0.935
BFA,2005,1.512
BFA,2006,1.231
BFA,2007,0.949
BFA,2008,0.382
BFA,2009,1.021
BFA,2010,1.347
BFA,2011,1.088
BFA,2012,0.573
BFA,2013,0.93
BFA,2014,0.981
BFA,2015,1.231
BFA,2016,1.184
BFA,2017,1.34
BFA,2018,1.27
BFA,2019,1.196
BFA,2020,1.194
BDI,1970,0.3
BDI,1971,-0.247
BDI,1972,0.201
BDI,1973,0.465
BDI,1974,0.009
BDI,1975,
BDI,1976,
BDI,1977,
BDI,1978,
BDI,1979,
BDI,1980,
BDI,1981,
BDI,1982,0.724
BDI,1983,0.829
BDI,1984,
BDI,1985,
BDI,1986,0.702
BDI,1987,0.785
BDI,1988,0.528
BDI,1989,0.27
BDI,1990,0.586
BDI,1991,0.201
BDI,1992,0.312
BDI,1993,
BDI,1994,
BDI,1995,
BDI,1996,
BDI,1997,
BDI,1998,0.853
BDI,1999,
BDI,2000,
BDI,2001,0.628
BDI,2002,1.037
BDI,2003,1.18
BDI,2004,1.279
BDI,2005,
BDI,2006,
BDI,2007,1.388
BDI,2008,
BDI,2009,
BDI,2010,
BDI,2011,
BDI,2012,
BDI,2013,
BDI,2014,
BDI,2015,
BDI,2016,
BDI,2017,
BDI,2018,
BDI,2019,
BDI,2020,
CPV,1970,0.633
CPV,1971,-0.055
CPV,1972,0.161
CPV,1973,0.428
CPV,1974,-0.256
CPV,1975,
CPV,1976,-0.012
CPV,1977,0.299
CPV,1978,0.751
CPV,1979,0.968
CPV,1980,0.954
CPV,1981,0.637
CPV,1982,0.877
CPV,1983,0.873
CPV,1984,
CPV,1985,0.469
CPV,1986,0.339
CPV,1987,1.373
CPV,1988,1.181
CPV,1989,1.316
CPV,1990,1.68
CPV,1991,1.046
CPV,1992,1.254
CPV,1993,0.875
CPV,1994,0.808
CPV,1995,1.841
CPV,1996,1.964
CPV,1997,2.02
CPV,1998,2.146
CPV,1999,1.161
CPV,2000,1.405
CPV,2001,1.695
CPV,2002,1.722
CPV,2003,1.236
CPV,2004,1.329
CPV,2005,1.538
CPV,2006,1.722
CPV,2007,1.188
CPV,2008,1.669
CPV,2009,1.134
CPV,2010,
CPV,2011,1.737
CPV,2012,1.703
CPV,2013,1.684
CPV,2014,1.437
CPV,2015,1.424
CPV,2016,2.017
CPV,2017,2.34
CPV,2018,1.281
CPV,2019,1.905
CPV,2020,2.178
KHM,1970,0.084
KHM,1971,-0.417
KHM,1972,0.063
KHM,1973,0.376
KHM,1974,-0.317
KHM,1975,-0.007
KHM,1976,-0.431
KHM,1977,0.051
KHM,1978,0.228
KHM,1979,0.402
KHM,1980,0.332
KHM,1981,0.291
KHM,1982,0.079
KHM,1983,0.446
KHM,1984,0.098
KHM,1985,0.243
KHM,1986,0.046
KHM,1987,0.592
KHM,1988,0.321
KHM,1989,0.239
KHM,1990,0.58
KHM,1991,0.493
KHM,1992,0.441
KHM,1993,0.309
KHM,1994,0.39
KHM,1995,0.617
KHM,1996,0.292
KHM,1997,0.339
KHM,1998,1.338
KHM,1999,0.399
KHM,2000,0.253
KHM,2001,0.623
KHM,2002,0.74
KHM,2003,0.713
KHM,2004,0.617
KHM,2005,0.77
KHM,2006,0.749
KHM,2007,0.628
KHM,2008,0.467
KHM,2009,0.442
KHM,2010,1.212
KHM,2011,0.394
KHM,2012,0.863
KHM,2013,1.014
KHM,2014,0.623
KHM,2015,1.108
KHM,2016,1.484
KHM,2017,1.091
KHM,2018,0.759
KHM,2019,1.513
KHM,2020,1.365
CMR,1970,0.177
CMR,1971,-0.116
CMR,1972,0.058
CMR,1973,0.572
CMR,1974,-0.071
CMR,1975,-0.167
CMR,1976,-0.147
CMR,1977,0.346
CMR,1978,0.096
CMR,1979,0.452
CMR,1980,0.392
CMR,1981,0.156
CMR,1982,0.069
CMR,1983,0.173
CMR,1984,0.253
CMR,1985,0.103
CMR,1986,0.175
CMR,1987,0.58
CMR,1988,0.365
CMR,1989,-0.193
CMR,1990,0.689
CMR,1991,0.71
CMR,1992,-0.184
CMR,1993,0.435
CMR,1994,0.529
CMR,1995,0.613
CMR,1996,0.625
CMR,1997,0.735
CMR,1998,1.284
CMR,1999,0.803
CMR,2000,0.533
CMR,2001,0.322
CMR,2002,0.845
CMR,2003,0.979
CMR,2004,0.907
CMR,2005,1.117
CMR,2006,1.082
CMR,2007,0.746
CMR,2008,0.712
CMR,2009,1.194
CMR,2010,1.251
CMR,2011,0.72
CMR,2012,0.56
CMR,2013,0.775
CMR,2014,0.885
CMR,2015,1.125
CMR,2016,1.17
CMR,2017,1.101
CMR,2018,1.03
CMR,2019,1.446
CMR,2020,1.006
CAN,1970,0.427
CAN,1971,-0.022
CAN,1972,-1.796
CAN,1973,0.311
CAN,1974,-0.837
CAN,1975,0.229
CAN,1976,0.085
CAN,1977,1.084
CAN,1978,-0.602
CAN,1979,-0.212
CAN,1980,0.922
CAN,1981,1.566
CAN,1982,-0.665
CAN,1983,0.497
CAN,1984,0.347
CAN,1985,-0.296
CAN,1986,0.021
CAN,1987,1.35
CAN,1988,1.213
CAN,1989,0.034
CAN,1990,0.09
CAN,1991,0.35
CAN,1992,0.116
CAN,1993,0.362
CAN,1994,0.487
CAN,1995,0.956
CAN,1996,-0.102
CAN,1997,0.45
CAN,1998,2.49
CAN,1999,1.711
CAN,2000,1.309
CAN,2001,1.438
CAN,2002,0.559
CAN,2003,1.258
CAN,2004,0.506
CAN,2005,1.302
CAN,2006,2.359
CAN,2007,1.345
CAN,2008,0.868
CAN,2009,0.551
CAN,2010,2.928
CAN,2011,1.457
CAN,2012,2.165
CAN,2013,1.203
CAN,2014,0.298
CAN,2015,1.222
CAN,2016,2.376
CAN,2017,1.481
CAN,2018,0.491
CAN,2019,1.32
CAN,2020,1.139
CYM,1970,-0.146
CYM,1971,-0.141
CYM,1972,0.315
CYM,1973,0.37
CYM,1974,
CYM,1975,1.041
CYM,1976,-0.109
CYM,1977,0.223
CYM,1978,0.292
CYM,1979,0.407
CYM,1980,0.684
CYM,1981,0.073
CYM,1982,0.634
CYM,1983,0.429
CYM,1984,0.325
CYM,1985,0.214
CYM,1986,0.378
CYM,1987,0.718
CYM,1988,0.808
CYM,1989,0.889
CYM,1990,1.003
CYM,1991,0.933
CYM,1992,0.678
CYM,1993,0.87
CYM,1994,1.399
CYM,1995,1.021
CYM,1996,0.441
CYM,1997,0.999
CYM,1998,0.923
CYM,1999,0.453
CYM,2000,
CYM,2001,
CYM,2002,
CYM,2003,
CYM,2004,
CYM,2005,0.649
CYM,2006,0.585
CYM,2007,0.737
CYM,2008,0.544
CYM,2009,0.448
CYM,2010,0.65
CYM,2011,0.336
CYM,2012,0.404
CYM,2013,0.559
CYM,2014,0.767
CYM,2015,1.008
CYM,2016,0.946
CYM,2017,0.918
CYM,2018,0.639
CYM,2019,1.348
CYM,2020,1.54
CAF,1970,0.245
CAF,1971,-0.081
CAF,1972,0.042
CAF,1973,0.543
CAF,1974,-0.065
CAF,1975,-0.054
CAF,1976,-0.115
CAF,1977,0.216
CAF,1978,0.031
CAF,1979,0.399
CAF,1980,0.447
CAF,1981,0.003
CAF,1982,0.322
CAF,1983,0.454
CAF,1984,0.144
CAF,1985,0.206
CAF,1986,0.552
CAF,1987,0.599
CAF,1988,0.45
CAF,1989,-0.014
CAF,1990,0.438
CAF,1991,0.559
CAF,1992,-0.349
CAF,1993,0.459
CAF,1994,0.697
CAF,1995,0.288
CAF,1996,0.279
CAF,1997,0.241
CAF,1998,1.231
CAF,1999,0.583
CAF,2000,0.771
CAF,2001,0.468
CAF,2002,0.854
CAF,2003,0.93
CAF,2004,1.057
CAF,2005,1.071
CAF,2006,0.998
CAF,2007,0.559
CAF,2008,0.66
CAF,2009,1.153
CAF,2010,1.137
CAF,2011,0.774
CAF,2012,0.494
CAF,2013,0.825
CAF,2014,0.682
CAF,2015,0.984
CAF,2016,1.217
CAF,2017,1.171
CAF,2018,1.179
CAF,2019,1.262
CAF,2020,1.179
TCD,1970,0.196
TCD,1971,-0.235
TCD,1972,0.214
TCD,1973,0.757
TCD,1974,0.018
TCD,1975,-0.13
TCD,1976,0.284
TCD,1977,-0.003
TCD,1978,-0.096
TCD,1979,0.554
TCD,1980,0.446
TCD,1981,0.214
TCD,1982,0.48
TCD,1983,0.151
TCD,1984,0.66
TCD,1985,0.355
TCD,1986,0.799
TCD,1987,0.493
TCD,1988,0.292
TCD,1989,-0.16
TCD,1990,0.454
TCD,1991,0.593
TCD,1992,-0.27
TCD,1993,0.289
TCD,1994,0.392
TCD,1995,0.25
TCD,1996,0.677
TCD,1997,0.227
TCD,1998,0.826
TCD,1999,0.563
TCD,2000,0.335
TCD,2001,0.247
TCD,2002,0.725
TCD,2003,0.802
TCD,2004,0.827
TCD,2005,1.162
TCD,2006,1.337
TCD,2007,0.552
TCD,2008,0.417
TCD,2009,1.212
TCD,2010,1.217
TCD,2011,0.971
TCD,2012,0.537
TCD,2013,0.99
TCD,2014,0.831
TCD,2015,1.332
TCD,2016,0.895
TCD,2017,0.966
TCD,2018,1.551
TCD,2019,1.433
TCD,2020,1.154
CHL,1970,0.194
CHL,1971,-0.387
CHL,1972,-0.156
CHL,1973,-0.108
CHL,1974,-0.224
CHL,1975,-0.194
CHL,1976,-0.325
CHL,1977,0.313
CHL,1978,0.315
CHL,1979,0.239
CHL,1980,0.307
CHL,1981,0.315
CHL,1982,0.343
CHL,1983,0.537
CHL,1984,-0.148
CHL,1985,0.289
CHL,1986,0.056
CHL,1987,0.579
CHL,1988,0.047
CHL,1989,0.304
CHL,1990,0.207
CHL,1991,0.106
CHL,1992,-0.121
CHL,1993,0.213
CHL,1994,0.24
CHL,1995,-0.01
CHL,1996,0.255
CHL,1997,0.761
CHL,1998,0.744
CHL,1999,0.284
CHL,2000,-0.167
CHL,2001,0.059
CHL,2002,0.154
CHL,2003,0.302
CHL,2004,0.505
CHL,2005,0.196
CHL,2006,0.529
CHL,2007,-0.287
CHL,2008,0.425
CHL,2009,0.441
CHL,2010,-0.041
CHL,2011,0.166
CHL,2012,0.671
CHL,2013,0.423
CHL,2014,0.467
CHL,2015,0.72
CHL,2016,0.879
CHL,2017,0.715
CHL,2018,0.382
CHL,2019,0.51
CHL,2020,0.771
CHN,1970,-0.309
CHN,1971,0.035
CHN,1972,0.01
CHN,1973,0.41
CHN,1974,-0.007
CHN,1975,0.28
CHN,1976,-0.39
CHN,1977,-0.056
CHN,1978,0.241
CHN,1979,0.299
CHN,1980,0.253
CHN,1981,0.22
CHN,1982,0.38
CHN,1983,0.125
CHN,1984,-0.146
CHN,1985,-0.121
CHN,1986,-0.04
CHN,1987,0.43
CHN,1988,0.397
CHN,1989,0.422
CHN,1990,0.844
CHN,1991,0.51
CHN,1992,0.112
CHN,1993,0.265
CHN,1994,0.717
CHN,1995,0.56
CHN,1996,0.195
CHN,1997,0.717
CHN,1998,1.246
CHN,1999,1.21
CHN,2000,0.553
CHN,2001,1.019
CHN,2002,1.112
CHN,2003,0.8
CHN,2004,1.082
CHN,2005,1.02
CHN,2006,1.203
CHN,2007,1.508
CHN,2008,1.061
CHN,2009,1.309
CHN,2010,0.94
CHN,2011,0.761
CHN,2012,0.595
CHN,2013,1.048
CHN,2014,1.043
CHN,2015,1.277
CHN,2016,1.304
CHN,2017,1.565
CHN,2018,1.349
CHN,2019,1.413
CHN,2020,1.637
HKG,1970,-0.37
HKG,1971,-0.156
HKG,1972,-0.11
HKG,1973,0.449
HKG,1974,-0.321
HKG,1975,0.18
HKG,1976,-0.75
HKG,1977,0.183
HKG,1978,0.026
HKG,1979,0.038
HKG,1980,0.272
HKG,1981,0.399
HKG,1982,0.084
HKG,1983,-0.197
HKG,1984,-0.533
HKG,1985,-0.3
HKG,1986,0.005
HKG,1987,0.824
HKG,1988,-0.147
HKG,1989,0.215
HKG,1990,0.221
HKG,1991,0.67
HKG,1992,-0.293
HKG,1993,0.237
HKG,1994,0.28
HKG,1995,-0.087
HKG,1996,-0.033
HKG,1997,0.232
HKG,1998,0.878
HKG,1999,0.898
HKG,2000,0.226
HKG,2001,0.781
HKG,2002,0.89
HKG,2003,0.921
HKG,2004,0.632
HKG,2005,0.707
HKG,2006,0.888
HKG,2007,1
HKG,2008,0.401
HKG,2009,0.939
HKG,2010,0.431
HKG,2011,0.395
HKG,2012,0.58
HKG,2013,0.818
HKG,2014,0.725
HKG,2015,1.221
HKG,2016,0.819
HKG,2017,1.389
HKG,2018,1.234
HKG,2019,1.827
HKG,2020,1.901
MAC,1970,-0.37
MAC,1971,-0.156
MAC,1972,-0.11
MAC,1973,0.449
MAC,1974,-0.321
MAC,1975,0.18
MAC,1976,-0.75
MAC,1977,0.183
MAC,1978,0.026
MAC,1979,0.038
MAC,1980,0.272
MAC,1981,0.399
MAC,1982,0.084
MAC,1983,-0.197
MAC,1984,-0.533
MAC,1985,-0.3
MAC,1986,0.005
MAC,1987,0.824
MAC,1988,-0.147
MAC,1989,0.215
MAC,1990,0.221
MAC,1991,0.67
MAC,1992,-0.293
MAC,1993,0.237
MAC,1994,0.28
MAC,1995,-0.087
MAC,1996,-0.033
MAC,1997,0.232
MAC,1998,0.878
MAC,1999,0.898
MAC,2000,0.226
MAC,2001,0.781
MAC,2002,0.89
MAC,2003,0.921
MAC,2004,0.632
MAC,2005,0.707
MAC,2006,0.888
MAC,2007,1
MAC,2008,0.401
MAC,2009,0.939
MAC,2010,0.431
MAC,2011,0.395
MAC,2012,0.58
MAC,2013,0.818
MAC,2014,0.725
MAC,2015,1.221
MAC,2016,0.819
MAC,2017,1.389
MAC,2018,1.234
MAC,2019,1.827
MAC,2020,1.901
CHN,1970,-0.309
CHN,1971,0.036
CHN,1972,0.011
CHN,1973,0.41
CHN,1974,-0.006
CHN,1975,0.28
CHN,1976,-0.389
CHN,1977,-0.057
CHN,1978,0.242
CHN,1979,0.3
CHN,1980,0.253
CHN,1981,0.22
CHN,1982,0.382
CHN,1983,0.124
CHN,1984,-0.145
CHN,1985,-0.121
CHN,1986,-0.039
CHN,1987,0.43
CHN,1988,0.398
CHN,1989,0.424
CHN,1990,0.846
CHN,1991,0.51
CHN,1992,0.113
CHN,1993,0.265
CHN,1994,0.719
CHN,1995,0.562
CHN,1996,0.196
CHN,1997,0.719
CHN,1998,1.246
CHN,1999,1.212
CHN,2000,0.554
CHN,2001,1.02
CHN,2002,1.113
CHN,2003,0.8
CHN,2004,1.085
CHN,2005,1.022
CHN,2006,1.205
CHN,2007,1.511
CHN,2008,1.063
CHN,2009,1.311
CHN,2010,0.942
CHN,2011,0.764
CHN,2012,0.596
CHN,2013,1.05
CHN,2014,1.044
CHN,2015,1.279
CHN,2016,1.305
CHN,2017,1.566
CHN,2018,1.35
CHN,2019,1.413
CHN,2020,1.636
TWN,1970,-0.332
TWN,1971,-0.229
TWN,1972,-0.156
TWN,1973,0.496
TWN,1974,-0.36
TWN,1975,0.234
TWN,1976,-0.547
TWN,1977,0.222
TWN,1978,0.029
TWN,1979,0.056
TWN,1980,0.245
TWN,1981,0.134
TWN,1982,-0.111
TWN,1983,0.285
TWN,1984,-0.526
TWN,1985,-0.035
TWN,1986,-0.208
TWN,1987,0.359
TWN,1988,0.22
TWN,1989,-0.016
TWN,1990,0.244
TWN,1991,0.485
TWN,1992,-0.1
TWN,1993,0.316
TWN,1994,0.325
TWN,1995,0.158
TWN,1996,-0.02
TWN,1997,0.105
TWN,1998,1.162
TWN,1999,0.691
TWN,2000,0.389
TWN,2001,0.744
TWN,2002,0.889
TWN,2003,0.832
TWN,2004,0.399
TWN,2005,0.622
TWN,2006,0.679
TWN,2007,0.747
TWN,2008,0.542
TWN,2009,0.73
TWN,2010,0.482
TWN,2011,0.021
TWN,2012,0.309
TWN,2013,0.616
TWN,2014,0.702
TWN,2015,0.746
TWN,2016,1.056
TWN,2017,1.415
TWN,2018,1.189
TWN,2019,1.407
TWN,2020,1.878
CXR,1970,
CXR,1971,
CXR,1972,
CXR,1973,0.461
CXR,1974,-0.113
CXR,1975,-0.188
CXR,1976,-0.314
CXR,1977,-0.024
CXR,1978,-0.168
CXR,1979,0.137
CXR,1980,0.17
CXR,1981,
CXR,1982,
CXR,1983,
CXR,1984,0.102
CXR,1985,
CXR,1986,
CXR,1987,0.287
CXR,1988,0.28
CXR,1989,0.069
CXR,1990,0.381
CXR,1991,0.101
CXR,1992,0.15
CXR,1993,0.134
CXR,1994,
CXR,1995,
CXR,1996,0.391
CXR,1997,
CXR,1998,0.684
CXR,1999,-0.028
CXR,2000,-0.055
CXR,2001,0.239
CXR,2002,0.327
CXR,2003,0.436
CXR,2004,0.212
CXR,2005,0.702
CXR,2006,-0.06
CXR,2007,0.312
CXR,2008,-0.125
CXR,2009,0.06
CXR,2010,
CXR,2011,-0.061
CXR,2012,0.252
CXR,2013,0.746
CXR,2014,0.665
CXR,2015,0.721
CXR,2016,1.046
CXR,2017,0.362
CXR,2018,-0.022
CXR,2019,0.367
CXR,2020,0.9
CCK,1970,0.011
CCK,1971,-0.269
CCK,1972,-0.19
CCK,1973,0.148
CCK,1974,-0.291
CCK,1975,-0.372
CCK,1976,-0.186
CCK,1977,0.091
CCK,1978,-0.336
CCK,1979,0.042
CCK,1980,0.073
CCK,1981,-0.21
CCK,1982,-0.28
CCK,1983,0.647
CCK,1984,0.163
CCK,1985,0.101
CCK,1986,-0.31
CCK,1987,0.399
CCK,1988,0.376
CCK,1989,0.199
CCK,1990,0.312
CCK,1991,0.426
CCK,1992,0.168
CCK,1993,0.17
CCK,1994,-0.029
CCK,1995,0.391
CCK,1996,0.616
CCK,1997,0.303
CCK,1998,1.217
CCK,1999,1.171
CCK,2000,0.309
CCK,2001,0.137
CCK,2002,0.687
CCK,2003,0.501
CCK,2004,0.367
CCK,2005,0.643
CCK,2006,0.337
CCK,2007,0.56
CCK,2008,0.531
CCK,2009,0.538
CCK,2010,0.905
CCK,2011,0.626
CCK,2012,0.809
CCK,2013,0.883
CCK,2014,0.868
CCK,2015,0.938
CCK,2016,1.043
CCK,2017,0.438
CCK,2018,0.534
CCK,2019,0.655
CCK,2020,1.151
COL,1970,0.026
COL,1971,-0.393
COL,1972,0.036
COL,1973,0.363
COL,1974,-0.292
COL,1975,-0.265
COL,1976,-0.194
COL,1977,0.303
COL,1978,0.203
COL,1979,0.229
COL,1980,0.465
COL,1981,0.142
COL,1982,0.177
COL,1983,0.645
COL,1984,-0.209
COL,1985,-0.007
COL,1986,-0.004
COL,1987,0.574
COL,1988,0.345
COL,1989,-0.052
COL,1990,0.283
COL,1991,0.367
COL,1992,0.505
COL,1993,0.232
COL,1994,0.215
COL,1995,0.485
COL,1996,0.13
COL,1997,0.535
COL,1998,0.932
COL,1999,-0.04
COL,2000,-0.078
COL,2001,0.378
COL,2002,0.616
COL,2003,0.642
COL,2004,0.532
COL,2005,0.645
COL,2006,0.511
COL,2007,0.575
COL,2008,0.272
COL,2009,0.753
COL,2010,0.916
COL,2011,0.348
COL,2012,0.559
COL,2013,0.693
COL,2014,0.69
COL,2015,1.131
COL,2016,0.971
COL,2017,0.656
COL,2018,0.995
COL,2019,1.25
COL,2020,1.41
COM,1970,0.051
COM,1971,-0.521
COM,1972,-0.051
COM,1973,0.159
COM,1974,-0.351
COM,1975,-0.1
COM,1976,-0.082
COM,1977,0.495
COM,1978,0.181
COM,1979,0.13
COM,1980,0.188
COM,1981,0.075
COM,1982,0.506
COM,1983,
COM,1984,-0.496
COM,1985,
COM,1986,-0.066
COM,1987,0.388
COM,1988,0.395
COM,1989,-0.3
COM,1990,0.087
COM,1991,0.233
COM,1992,0.053
COM,1993,0.167
COM,1994,0.528
COM,1995,0.409
COM,1996,-0.053
COM,1997,0.253
COM,1998,0.752
COM,1999,0.197
COM,2000,0.163
COM,2001,0.312
COM,2002,0.767
COM,2003,0.444
COM,2004,0.368
COM,2005,0.463
COM,2006,0.269
COM,2007,0.602
COM,2008,0.234
COM,2009,0.493
COM,2010,0.734
COM,2011,0.37
COM,2012,0.334
COM,2013,0.223
COM,2014,0.312
COM,2015,0.529
COM,2016,0.504
COM,2017,0.754
COM,2018,0.509
COM,2019,1.1
COM,2020,0.833
COG,1970,0.168
COG,1971,-0.068
COG,1972,-0.028
COG,1973,0.526
COG,1974,-0.062
COG,1975,-0.123
COG,1976,-0.248
COG,1977,0.235
COG,1978,0.13
COG,1979,0.435
COG,1980,0.319
COG,1981,-0.127
COG,1982,-0.113
COG,1983,0.353
COG,1984,0.162
COG,1985,-0.124
COG,1986,0.088
COG,1987,0.511
COG,1988,0.338
COG,1989,-0.206
COG,1990,0.088
COG,1991,0.24
COG,1992,-0.182
COG,1993,0.116
COG,1994,0.398
COG,1995,0.629
COG,1996,0.102
COG,1997,
COG,1998,1.142
COG,1999,0.684
COG,2000,0.477
COG,2001,0.448
COG,2002,0.845
COG,2003,0.892
COG,2004,0.92
COG,2005,0.891
